levelId,moduleName,title,type,duration,order,videoUrl,content,locked,programId,simulatorId
sexto-egb,Módulo 1: Programación con Robots II,Matemáticas y robótica,tutorial,20 min,11,,Aplicación de teoría matemática en diseño de figuras. Ángulos internos: 90° para cuadrado 120° para triángulo equilátero. Relación geometría-programación.,false,robotica,scratch
sexto-egb,Módulo 1: Programación con Robots II,Programar un cuadrado,activity,25 min,12,,Crear programa para que Edison dibuje un cuadrado: avanzar girar 90° repetir 4 veces. Usar bloques spin left/right y repeat.,false,robotica,scratch
sexto-egb,Módulo 1: Programación con Robots II,Programar un triángulo,activity,25 min,13,,Programar Edison para dibujar triángulo equilátero: avanzar girar 120° repetir 3 veces. Comprender ángulos internos y externos.,false,robotica,scratch
sexto-egb,Módulo 1: Programación con Robots II,Programar un rectángulo,activity,25 min,14,,Crear secuencia para rectángulo: dos pares de movimientos de diferente longitud con giros de 90°. Modificar variables de distancia.,false,robotica,scratch
sexto-egb,Módulo 1: Programación con Robots II,Proyecto: Artista robótico,project,45 min,15,,Diseñar y programar figuras geométricas personalizadas. Combinar cuadrados triángulos y otras formas. Presentación de creaciones artísticas.,false,robotica,scratch
sexto-egb,Módulo 2: EdCrane,Introducción al brazo robótico,video,20 min,16,,EdCrane es un brazo robótico controlado con Edison. Aprenderemos sobre movimientos articulados y control de pinza para manipular objetos.,false,robotica,scratch
sexto-egb,Módulo 2: EdCrane,Ensamblaje de EdCrane,tutorial,30 min,17,,Pasos para ensamblar el brazo robótico EdCrane. Conexión de servomotores articulaciones y pinza. Verificación de movimientos.,false,robotica,scratch
sexto-egb,Módulo 2: EdCrane,Programación del brazo,activity,30 min,18,,Programar movimientos básicos del brazo: subir bajar girar abrir y cerrar pinza. Secuencias de movimiento coordinado.,false,robotica,scratch
sexto-egb,Módulo 2: EdCrane,Control de la pinza,activity,25 min,19,,Programar apertura y cierre de pinza para agarrar objetos. Calibrar fuerza y posición. Práctica con objetos de diferentes tamaños.,false,robotica,scratch
sexto-egb,Módulo 2: EdCrane,Proyecto: Clasificador de objetos,project,45 min,20,,Programar EdCrane para clasificar objetos por tamaño o color. Diseñar área de trabajo y contenedores. Automatización de tareas.,false,robotica,scratch
sexto-egb,Módulo 3: Scratch,Mis primeros pasos en Scratch,video,20 min,21,,Introducción a Scratch: lenguaje de programación visual creado por MIT Media Lab en 2007. Interfaz bloques y sprites básicos.,false,robotica,scratch
sexto-egb,Módulo 3: Scratch,Creando animaciones,activity,25 min,22,,Crear primera animación en Scratch: mover sprite cambiar disfraces y agregar sonidos. Uso de bloques de movimiento y apariencia.,false,robotica,scratch
sexto-egb,Módulo 3: Scratch,Eventos y control,tutorial,20 min,23,,Bloques de eventos: al presionar bandera verde al presionar tecla. Bloques de control: esperar repetir si-entonces.,false,robotica,scratch
sexto-egb,Módulo 3: Scratch,Variables y operadores,tutorial,25 min,24,,Crear y usar variables en Scratch. Operadores matemáticos y de comparación. Contadores y puntuaciones en juegos.,false,robotica,scratch
sexto-egb,Módulo 3: Scratch,Proyecto: Mi primer juego,project,45 min,25,,Crear un juego interactivo en Scratch: personaje controlable obstáculos puntuación y condiciones de victoria/derrota.,false,robotica,scratch
sexto-egb,Anexo: Scratch + IA,Machine Learning para niños,video,20 min,26,,Introducción a Machine Learning: clasificación de imágenes audio poses y textos. Cómo las máquinas aprenden a reconocer patrones.,false,robotica,scratch
sexto-egb,Anexo: Scratch + IA,Clasificación de imágenes,activity,30 min,27,,Entrenar un modelo de ML para reconocer imágenes. Usar Teachable Machine o herramienta similar. Integrar con Scratch.,false,robotica,teachable
sexto-egb,Anexo: Scratch + IA,Clasificación de audio,activity,30 min,28,,Entrenar modelo para reconocer sonidos palabras y música. Crear proyecto que responda a comandos de voz.,false,robotica,teachable
sexto-egb,Anexo: Scratch + IA,Proyecto: Asistente inteligente,project,45 min,29,,Crear asistente virtual en Scratch que responda a comandos de voz o reconozca gestos usando Machine Learning.,false,robotica,teachable
sexto-egb,Anexo: Electricidad Básica,Conceptos de electricidad,video,20 min,30,,Fundamentos de electricidad: corriente voltaje resistencia. Circuitos abiertos y cerrados. Seguridad eléctrica básica.,false,robotica,scratch
sexto-egb,Anexo: Electricidad Básica,Componentes electrónicos,tutorial,20 min,31,,Conocer componentes: LEDs resistencias interruptores baterías cables. Función de cada elemento en un circuito.,false,robotica,scratch
sexto-egb,Anexo: Electricidad Básica,Mi primer circuito,activity,30 min,32,,Armar circuito básico con LED batería y resistencia. Entender polaridad y flujo de corriente. Práctica de conexiones.,false,robotica,scratch
sexto-egb,Anexo: Electricidad Básica,Prueba de salida,activity,20 min,33,,Evaluación final del curso. Preguntas sobre robótica programación EdScratch Scratch y conceptos de electricidad.,false,robotica,scratch
